Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Discount tier 1 (min qty) (product.metafields.custom.discount_tier1_qty),Discount tier 2 (min qty) (product.metafields.custom.discount_tier2_qty),Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Scent (product.metafields.shopify.scent),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
xcren-hd-red-melon,"xcrën HD 60+ red / melon, pack of 2","<p class=""s5""><span class=""s4"">xcrën</span><span class=""s4""> HD is a fragranced urinal screen lasting for 60+ days and designed to prevent urine splashes with its 95% <meta charset=""utf-8"">patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. </span><span class=""s4"">Manufactured</span><span class=""s4""> from a proprietary material infused with a deodorant-based fragrance, it provides a gradual release for 60+ days, lasting twice as long as standard market alternatives.</span><span class=""s4""></span></p>
<p class=""s5""><span class=""s4""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1.jpg?v=1771842015"" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Designed for high-traffic restrooms in restaurants, bars, airports, shopping malls, and other hygiene-focused facilities, </span><span class=""s4"">xcrën</span><span class=""s4""> HD enhances cleanliness and odor control.</span></p>
<p class=""s5""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">xcrën</span><span class=""s4""> HD is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">an</span><span class=""s4""> </span><span class=""s4"">eco-friendly</span><span class=""s4""> cellophane bag, reducing environmental impact.</span></p>
<p class=""s3""><strong><span class=""s2"">xcrën</span><span class=""s2""> HD ensures optimal hygiene, odor control, and sustainability in high-traffic restroom environments.</span></strong><strong><span class=""s2""></span></strong></p>
<p class=""s3""><strong><span class=""s2""><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-2.jpg?v=1771842013"" alt=""""></span></strong></p>
<p dir=""ltr""><span>Key benefits:</span></p>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Patented anti-splash bristles cover 95% of the screen surface to help protect users from unwanted splashback and keep surrounding area cleaner</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Proprietary material infused with a deodorant-based fragrance that releases gradually for 60+ days</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Up to double the longevity and intensity of fragrance compared to standard market products</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Specially designed for high-traffic restrooms, such as in restaurants, bars, airports, shopping malls, etc.</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>100% recyclable and also biodegradable</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Packaged in an eco-friendly cellophane bag</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Complies with European VOC standards</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Non-toxic to the environment, particularly water sources</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Perfect for waterless urinals</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Unique design, wide range of colors, and pleasant fragrances</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Option for private branding through material cutouts or printing</span></p>
</li>
</ul>
<p class=""s3""> </p>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,XHD-10R,250.0,shopify,243,deny,manual,17.98,,true,true,2.0,item,1,item,XHD-10R,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-10R-V1.jpg?v=1775132629,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,red-melon,,pine,,,,,,g,,,active
xcren-hd-red-melon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-10R-V3.jpg?v=1775132623,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcren-hd-red-melon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-10R-V2.jpg?v=1775132618,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcren-hd-green-pine,"xcrën HD 60+ green / pine, pack of 2","<p class=""s5""><span class=""s4"">xcrën</span><span class=""s4""> HD is a fragranced urinal screen lasting for 60+ days and designed to prevent urine splashes with its 95% <meta charset=""utf-8"">patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. </span><span class=""s4"">Manufactured</span><span class=""s4""> from a proprietary material infused with a deodorant-based fragrance, it provides a gradual release for 60+ days, lasting twice as long as standard market alternatives.</span><span class=""s4""></span></p>
<p class=""s5""><span class=""s4""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1.jpg?v=1771842015"" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Designed for high-traffic restrooms in restaurants, bars, airports, shopping malls, and other hygiene-focused facilities, </span><span class=""s4"">xcrën</span><span class=""s4""> HD enhances cleanliness and odor control.</span></p>
<p class=""s5""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">xcrën</span><span class=""s4""> HD is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">an</span><span class=""s4""> </span><span class=""s4"">eco-friendly</span><span class=""s4""> cellophane bag, reducing environmental impact.</span></p>
<p class=""s3""><strong><span class=""s2"">xcrën</span><span class=""s2""> HD ensures optimal hygiene, odor control, and sustainability in high-traffic restroom environments.</span></strong><strong><span class=""s2""></span></strong></p>
<p class=""s3""><strong><span class=""s2""><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-2.jpg?v=1771842013"" alt=""""></span></strong></p>
<p dir=""ltr""><span>Key benefits:</span></p>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Patented anti-splash bristles cover 95% of the screen surface to help protect users from unwanted splashback and keep surrounding area cleaner</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Proprietary material infused with a deodorant-based fragrance that releases gradually for 60+ days</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Up to double the longevity and intensity of fragrance compared to standard market products</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Specially designed for high-traffic restrooms, such as in restaurants, bars, airports, shopping malls, etc.</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>100% recyclable and also biodegradable</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Packaged in an eco-friendly cellophane bag</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Complies with European VOC standards</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Non-toxic to the environment, particularly water sources</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Perfect for waterless urinals</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Unique design, wide range of colors, and pleasant fragrances</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Option for private branding through material cutouts or printing</span></p>
</li>
</ul>
<p class=""s3""> </p>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,XHD-9G,250.0,shopify,7,deny,manual,17.98,,true,true,2.0,item,1,item,XHD-9G,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-9G-V1.jpg?v=1775132628,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,green-pine,,pine,,,,,,g,,,active
xcren-hd-green-pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-9G-V3.jpg?v=1775132624,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcren-hd-green-pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-9G-V2.jpg?v=1775132617,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcren-hd-flame-mango,"xcrën HD 60+ flame / mango, pack of 2","<p class=""s5""><span class=""s4"">xcrën</span><span class=""s4""> HD is a fragranced urinal screen lasting for 60+ days and designed to prevent urine splashes with its 95% <meta charset=""utf-8"">patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. </span><span class=""s4"">Manufactured</span><span class=""s4""> from a proprietary material infused with a deodorant-based fragrance, it provides a gradual release for 60+ days, lasting twice as long as standard market alternatives.</span><span class=""s4""></span></p>
<p class=""s5""><span class=""s4""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1.jpg?v=1771842015"" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Designed for high-traffic restrooms in restaurants, bars, airports, shopping malls, and other hygiene-focused facilities, </span><span class=""s4"">xcrën</span><span class=""s4""> HD enhances cleanliness and odor control.</span></p>
<p class=""s5""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">xcrën</span><span class=""s4""> HD is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">an</span><span class=""s4""> </span><span class=""s4"">eco-friendly</span><span class=""s4""> cellophane bag, reducing environmental impact.</span></p>
<p class=""s3""><strong><span class=""s2"">xcrën</span><span class=""s2""> HD ensures optimal hygiene, odor control, and sustainability in high-traffic restroom environments.</span></strong><strong><span class=""s2""></span></strong></p>
<p class=""s3""><strong><span class=""s2""><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-2.jpg?v=1771842013"" alt=""""></span></strong></p>
<p dir=""ltr""><span>Key benefits:</span></p>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Patented anti-splash bristles cover 95% of the screen surface to help protect users from unwanted splashback and keep surrounding area cleaner</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Proprietary material infused with a deodorant-based fragrance that releases gradually for 60+ days</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Up to double the longevity and intensity of fragrance compared to standard market products</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Specially designed for high-traffic restrooms, such as in restaurants, bars, airports, shopping malls, etc.</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>100% recyclable and also biodegradable</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Packaged in an eco-friendly cellophane bag</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Complies with European VOC standards</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Non-toxic to the environment, particularly water sources</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Perfect for waterless urinals</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Unique design, wide range of colors, and pleasant fragrances</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Option for private branding through material cutouts or printing</span></p>
</li>
</ul>
<p class=""s3""> </p>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,XHD-8BM,250.0,shopify,289,deny,manual,17.98,,true,true,2.0,item,1,item,XHD-8BM,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-8BM-V1.jpg?v=1775132630,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,flame,,mango,,,,,,g,,,active
xcren-hd-flame-mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-8BM-V3.jpg?v=1775132626,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcren-hd-flame-mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-8BM-V2.jpg?v=1775132619,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcren-hd-black-mint,"xcrën HD 60+ black / mint, pack of 2","<p class=""s5""><span class=""s4"">xcrën</span><span class=""s4""> HD is a fragranced urinal screen lasting for 60+ days and designed to prevent urine splashes with its 95% <meta charset=""utf-8"">patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. </span><span class=""s4"">Manufactured</span><span class=""s4""> from a proprietary material infused with a deodorant-based fragrance, it provides a gradual release for 60+ days, lasting twice as long as standard market alternatives.</span><span class=""s4""></span></p>
<p class=""s5""><span class=""s4""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1.jpg?v=1771842015"" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Designed for high-traffic restrooms in restaurants, bars, airports, shopping malls, and other hygiene-focused facilities, </span><span class=""s4"">xcrën</span><span class=""s4""> HD enhances cleanliness and odor control.</span></p>
<p class=""s5""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">xcrën</span><span class=""s4""> HD is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">an</span><span class=""s4""> </span><span class=""s4"">eco-friendly</span><span class=""s4""> cellophane bag, reducing environmental impact.</span></p>
<p class=""s3""><strong><span class=""s2"">xcrën</span><span class=""s2""> HD ensures optimal hygiene, odor control, and sustainability in high-traffic restroom environments.</span></strong><strong><span class=""s2""></span></strong></p>
<p class=""s3""><strong><span class=""s2""><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-2.jpg?v=1771842013"" alt=""""></span></strong></p>
<p dir=""ltr""><span>Key benefits:</span></p>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Patented anti-splash bristles cover 95% of the screen surface to help protect users from unwanted splashback and keep surrounding area cleaner</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Proprietary material infused with a deodorant-based fragrance that releases gradually for 60+ days</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Up to double the longevity and intensity of fragrance compared to standard market products</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Specially designed for high-traffic restrooms, such as in restaurants, bars, airports, shopping malls, etc.</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>100% recyclable and also biodegradable</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Packaged in an eco-friendly cellophane bag</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Complies with European VOC standards</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Non-toxic to the environment, particularly water sources</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Perfect for waterless urinals</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Unique design, wide range of colors, and pleasant fragrances</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Option for private branding through material cutouts or printing</span></p>
</li>
</ul>
<p class=""s3""> </p>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,XHD-7BK,250.0,shopify,175,deny,manual,17.98,,true,true,2.0,item,1,item,XHD-7BK,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-7BK-V1.jpg?v=1775132623,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,black-mint,,mint,,,,,,g,,,active
xcren-hd-black-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-7BK-V3.jpg?v=1775132623,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcren-hd-black-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-7BK-V2.jpg?v=1775132615,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcren-hd-orange-tropical-fruit-copy,"xcrën HD 60+ clear / tropical fruit, pack of 2","<p class=""s5""><span class=""s4"">xcrën</span><span class=""s4""> HD is a fragranced urinal screen lasting for 60+ days and designed to prevent urine splashes with its 95% <meta charset=""utf-8"">patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. </span><span class=""s4"">Manufactured</span><span class=""s4""> from a proprietary material infused with a deodorant-based fragrance, it provides a gradual release for 60+ days, lasting twice as long as standard market alternatives.</span><span class=""s4""></span></p>
<p class=""s5""><span class=""s4""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1.jpg?v=1771842015"" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Designed for high-traffic restrooms in restaurants, bars, airports, shopping malls, and other hygiene-focused facilities, </span><span class=""s4"">xcrën</span><span class=""s4""> HD enhances cleanliness and odor control.</span></p>
<p class=""s5""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">xcrën</span><span class=""s4""> HD is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in </span><span class=""s4"">an</span><span class=""s4""> </span><span class=""s4"">eco-friendly</span><span class=""s4""> cellophane bag, reducing environmental impact.</span></p>
<p class=""s3""><strong><span class=""s2"">xcrën</span><span class=""s2""> HD ensures optimal hygiene, odor control, and sustainability in high-traffic restroom environments.</span></strong><strong><span class=""s2""></span></strong></p>
<p class=""s3""><strong><span class=""s2""><img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-2.jpg?v=1771842013"" alt=""""></span></strong></p>
<p dir=""ltr""><span>Key benefits:</span></p>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Patented anti-splash bristles cover 95% of the screen surface to help protect users from unwanted splashback and keep surrounding area cleaner</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Proprietary material infused with a deodorant-based fragrance that releases gradually for 60+ days</span></p>
</li>
</ul>
<ul>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Up to double the longevity and intensity of fragrance compared to standard market products</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Specially designed for high-traffic restrooms, such as in restaurants, bars, airports, shopping malls, etc.</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>100% recyclable and also biodegradable</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Packaged in an eco-friendly cellophane bag</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Complies with European VOC standards</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Non-toxic to the environment, particularly water sources</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Perfect for waterless urinals</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Unique design, wide range of colors, and pleasant fragrances</span></p>
</li>
<li aria-level=""1"" dir=""ltr"">
<p role=""presentation"" dir=""ltr""><span>Option for private branding through material cutouts or printing</span></p>
</li>
</ul>
<p class=""s3""> </p>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,XHD-6C,250.0,shopify,118,deny,manual,17.98,,true,true,2.0,item,1,item,XHD-6C,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/XHD-6C-V1.jpg?v=1775132620,1,"",false,,,1746,,,,new,,,,,,,,,,,,,,clear-tropical-fruit,,tropical-fruit,,,,,,g,,,active
